03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;
03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;42;Sem instrução e menos de 1 ano;   882;   902;   855;   787;   787;   785;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;43;1 a 3 anos;   828;   902;   690;   674;   748;   549;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;44;4 a 7 anos;   881;   921;   705;   666;   703;   525;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;45;8 a 10 anos;   988;  1 002;   813;   736;   749;   566;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;46;11 a 14 anos;  1 395;  1 405;  1 112;   996;   999;   772;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;47;15 anos ou mais;  3 380;  3 397;  2 277;  2 198;  2 217;  1 124;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;49;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;50;Nota: Exclusive as informações das pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25_Tab_1.3.18.csv;25_Tab_1.3.18;51;(1) Exclusive as informações das pessoas sem declaração de rendimento mensal domiciliar per capita. (2) Inclusive as informações das pessoas com anos de estudo não determinados.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;1;Tabela 1.3.19 - Rendimento, médio e mediano, mensal domiciliar per capita das pessoas de 10 anos ou mais de idade, por posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões e o nível de instrução - 2015 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;3;Grandes Regiões e nível de instrução;Rendimento médio mensal domiciliar per capita das pessoas de 10 anos ou mais de idade (R$) (1);;;Rendimento mediano mensal domiciliar per capita das pessoas de 10 anos ou mais de idade (R$) (1);;;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;4;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;5;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;6;Brasil (2);  1 114;  1 242;   656;   733;   788;   491;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;7;Sem instrução;   678;   743;   634;   590;   611;   565;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;8;Fundamental incompleto;   724;   795;   591;   543;   600;   425;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;9;Fundamental completo;   857;   886;   705;   644;   666;   497;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;10;Médio incompleto;   812;   848;   531;   582;   600;   374;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;11;Médio completo;  1 105;  1 120;   901;   800;   821;   600;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;12;Superior incompleto;  1 634;  1 647;  1 107;  1 150;  1 165;   714;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;13;Superior completo;  3 116;  3 140;  2 315;  2 060;  2 099;  1 445;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;14;Norte (2);   756;   888;   468;   494;   565;   346;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;15;Sem instrução;   581;   651;   541;   483;   525;   453;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;16;Fundamental incompleto;   528;   624;   423;   387;   445;   308;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;17;Fundamental completo;   618;   664;   467;   437;   475;   319;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;18;Médio incompleto;   625;   672;   438;   439;   474;   330;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;19;Médio completo;   828;   854;   612;   597;   612;   400;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;20;Superior incompleto;  1 219;  1 244;   589;   862;   886;   448;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;21;Superior completo;  2 214;  2 259;  1 036;  1 482;  1 497;   858;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;22;Nordeste (2);   708;   821;   447;   457;   524;   341;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;23;Sem instrução;   543;   561;   533;   475;   466;   481;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;24;Fundamental incompleto;   477;   544;   383;   354;   399;   284;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;25;Fundamental completo;   561;   598;   415;   402;   440;   286;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;26;Médio incompleto;   531;   565;   343;   393;   410;   254;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;27;Médio completo;   800;   822;   554;   565;   591;   392;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;28;Superior incompleto;  1 222;  1 237;   736;   830;   847;   531;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;29;Superior completo;  2 394;  2 425;  1 461;  1 500;  1 549;   898;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;30;Sudeste (2);  1 316;  1 416;   848;   825;   894;   666;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;31;Sem instrução;   809;   880;   755;   742;   749;   729;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;32;Fundamental incompleto;   852;   893;   759;   690;   717;   615;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;33;Fundamental completo;   953;   964;   887;   749;   749;   698;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;34;Médio incompleto;   915;   939;   647;   674;   698;   500;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;35;Médio completo;  1 206;  1 211;  1 133;   900;   905;   788;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;36;Superior incompleto;  1 800;  1 809;  1 389;  1 266;  1 272;   953;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;37;Superior completo;  3 371;  3 392;  2 696;  2 249;  2 260;  1 738;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;38;Sul (2);  1 372;  1 466;   921;   945;  1 000;   787;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;39;Sem instrução;   877;   935;   822;   787;   788;   786;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;40;Fundamental incompleto;   953;   992;   859;   787;   788;   779;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;41;Fundamental completo;  1 069;  1 085;   962;   832;   849;   767;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;42;Médio incompleto;  1 093;  1 096;  1 050;   799;   820;   538;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;43;Médio completo;  1 357;  1 370;  1 144;  1 065;  1 075;   798;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;44;Superior incompleto;  1 848;  1 860;  1 329;  1 396;  1 399;   782;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;45;Superior completo;  3 172;  3 190;  2 499;  2 249;  2 259;  1 691;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;46;Centro-Oeste (2);  1 359;  1 443;   800;   832;   889;   607;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;47;Sem instrução;   882;   902;   855;   787;   787;   785;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;48;Fundamental incompleto;   866;   916;   700;   671;   714;   538;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;49;Fundamental completo;   985;   998;   849;   746;   750;   594;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;50;Médio incompleto;   991;  1 008;   743;   723;   736;   511;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;51;Médio completo;  1 282;  1 290;  1 091;   936;   948;   755;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;52;Superior incompleto;  1 755;  1 760;  1 373;  1 166;  1 166;  1 053;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;53;Superior completo;  3 387;  3 401;  2 373;  2 234;  2 242;  1 115;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;55;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;56;Nota: Exclusive as informações das pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26_Tab_1.3.19.csv;26_Tab_1.3.19;57;(1) Exclusive as informações das pessoas sem declaração de rendimento mensal domiciliar per capita. (2) Inclusive as informações das pessoas com nível de instrução não determinado.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;1;Tabela 1.3.20.1 - Pessoas de 10 anos ou mais de idade, por sexo e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;Tabela 1.3.20.2 - Distribuição das pessoas de 10 anos ou mais de idade, por sexo e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;3;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Pessoas de 10 anos ou mais de idade (1000 pessoas);;;;;;;;;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Distribuição das pessoas de 10 anos ou mais de idade (%);;;;;;;;;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;4;;Total;Posse de telefone móvel celular para uso pessoal;;Homens;;;Mulheres;;;;Total;Posse de telefone móvel celular para uso pessoal;;Homens;;;Mulheres;;;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;5;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;6;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;7;Brasil;  177 657;  139 057;  38 600;  85 489;  66 382;  19 107;  92 167;  72 674;  19 493;Brasil;100,0;78,3;21,7;100,0;77,6;22,4;100,0;78,9;21,1;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;8;Norte;  14 537;  9 971;  4 566;  7 281;  4 839;  2 441;  7 256;  5 132;  2 124;Norte;100,0;68,6;31,4;100,0;66,5;33,5;100,0;70,7;29,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;9;Rondônia;  1 498;  1 137;   361;   747;   558;   188;   752;   578;   173;Rondônia;100,0;75,9;24,1;100,0;74,8;25,2;100,0;77,0;23,0;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;10;Acre;   651;   450;   201;   324;   214;   109;   328;   236;   92;Acre;100,0;69,2;30,8;100,0;66,3;33,7;100,0;72,0;28,0;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;11;Amazonas;  3 216;  2 216;  1 001;  1 608;  1 064;   544;  1 608;  1 152;   456;Amazonas;100,0;68,9;31,1;100,0;66,2;33,8;100,0;71,6;28,4;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;12;Roraima;   421;   315;   106;   212;   153;   59;   209;   162;   47;Roraima;100,0;74,8;25,2;100,0;72,2;27,8;100,0;77,5;22,5;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;13;Pará;  6 837;  4 408;  2 430;  3 432;  2 133;  1 299;  3 406;  2 275;  1 131;Pará;100,0;64,5;35,5;100,0;62,1;37,9;100,0;66,8;33,2;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;14;Região Metropolitana de Belém;  1 923;  1 593;   330;   911;   748;   163;  1 012;   845;   167;Região Metropolitana de Belém;100,0;82,8;17,2;100,0;82,1;17,9;100,0;83,5;16,5;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;15;Amapá;   623;   452;   171;   307;   226;   81;   316;   226;   89;Amapá;100,0;72,6;27,4;100,0;73,5;26,5;100,0;71,7;28,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;16;Tocantins;  1 290;   994;   296;   651;   491;   161;   639;   503;   136;Tocantins;100,0;77,0;23,0;100,0;75,4;24,6;100,0;78,7;21,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;17;Nordeste;  48 410;  33 690;  14 720;  23 182;  15 596;  7 585;  25 228;  18 094;  7 134;Nordeste;100,0;69,6;30,4;100,0;67,3;32,7;100,0;71,7;28,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;18;Maranhão;  5 654;  3 094;  2 561;  2 758;  1 424;  1 334;  2 897;  1 670;  1 227;Maranhão;100,0;54,7;45,3;100,0;51,6;48,4;100,0;57,7;42,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;19;Piauí;  2 738;  1 874;   864;  1 335;   877;   458;  1 403;   997;   406;Piauí;100,0;68,4;31,6;100,0;65,7;34,3;100,0;71,1;28,9;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;20;Ceará;  7 676;  5 189;  2 487;  3 728;  2 400;  1 329;  3 947;  2 789;  1 158;Ceará;100,0;67,6;32,4;100,0;64,4;35,6;100,0;70,7;29,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;21;Região Metropolitana de Fortaleza;  3 345;  2 730;   615;  1 586;  1 267;   319;  1 759;  1 463;   296;Região Metropolitana de Fortaleza;100,0;81,6;18,4;100,0;79,9;20,1;100,0;83,2;16,8;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;22;Rio Grande do Norte;  2 976;  2 250;   726;  1 406;  1 026;   380;  1 570;  1 224;   345;Rio Grande do Norte;100,0;75,6;24,4;100,0;73,0;27,0;100,0;78,0;22,0;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;23;Paraíba;  3 411;  2 605;   806;  1 621;  1 204;   417;  1 790;  1 401;   389;Paraíba;100,0;76,4;23,6;100,0;74,3;25,7;100,0;78,3;21,7;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;24;Pernambuco;  8 100;  5 970;  2 130;  3 833;  2 762;  1 070;  4 267;  3 208;  1 059;Pernambuco;100,0;73,7;26,3;100,0;72,1;27,9;100,0;75,2;24,8;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;25;Região Metropolitana de Recife;  3 454;  2 924;   530;  1 566;  1 335;   230;  1 889;  1 589;   300;Região Metropolitana de Recife;100,0;84,6;15,4;100,0;85,3;14,7;100,0;84,1;15,9;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;26;Alagoas;  2 849;  1 916;   933;  1 357;   881;   476;  1 493;  1 035;   457;Alagoas;100,0;67,2;32,8;100,0;64,9;35,1;100,0;69,4;30,6;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;27;Sergipe;  1 921;  1 467;   454;   916;   679;   237;  1 004;   787;   217;Sergipe;100,0;76,4;23,6;100,0;74,1;25,9;100,0;78,4;21,6;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;28;Bahia;  13 085;  9 326;  3 759;  6 227;  4 344;  1 884;  6 858;  4 982;  1 876;Bahia;100,0;71,3;28,7;100,0;69,8;30,2;100,0;72,6;27,4;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;29;Região Metropolitana de Salvador;  3 477;  3 057;   420;  1 586;  1 402;   184;  1 891;  1 655;   236;Região Metropolitana de Salvador;100,0;87,9;12,1;100,0;88,4;11,6;100,0;87,5;12,5;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;30;Sudeste;  75 599;  62 455;  13 144;  36 038;  29 886;  6 152;  39 561;  32 569;  6 991;Sudeste;100,0;82,6;17,4;100,0;82,9;17,1;100,0;82,3;17,7;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;31;Minas Gerais;  18 380;  14 674;  3 705;  8 991;  7 149;  1 842;  9 389;  7 525;  1 864;Minas Gerais;100,0;79,8;20,2;100,0;79,5;20,5;100,0;80,1;19,9;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;32;Região Metropolitana de Belo Horizonte;  4 626;  4 034;   591;  2 214;  1 930;   284;  2 412;  2 104;   307;Região Metropolitana de Belo Horizonte;100,0;87,2;12,8;100,0;87,2;12,8;100,0;87,3;12,7;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;33;Espírito Santo;  3 428;  2 780;   648;  1 628;  1 311;   317;  1 800;  1 469;   331;Espírito Santo;100,0;81,1;18,9;100,0;80,5;19,5;100,0;81,6;18,4;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;34;Rio de Janeiro;  14 647;  12 167;  2 480;  6 836;  5 756;  1 080;  7 810;  6 410;  1 400;Rio de Janeiro;100,0;83,1;16,9;100,0;84,2;15,8;100,0;82,1;17,9;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;35;Região Metropolitana do Rio de Janeiro;  10 770;  9 074;  1 696;  4 998;  4 302;   696;  5 772;  4 772;  1 001;Região Metropolitana do Rio de Janeiro;100,0;84,3;15,7;100,0;86,1;13,9;100,0;82,7;17,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;36;São Paulo;  39 144;  32 834;  6 311;  18 583;  15 669;  2 914;  20 562;  17 165;  3 397;São Paulo;100,0;83,9;16,1;100,0;84,3;15,7;100,0;83,5;16,5;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;37;Região Metropolitana de São Paulo;  18 604;  15 824;  2 781;  8 686;  7 421;  1 264;  9 918;  8 402;  1 516;Região Metropolitana de São Paulo;100,0;85,1;14,9;100,0;85,4;14,6;100,0;84,7;15,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;38;Sul;  25 772;  21 350;  4 421;  12 502;  10 436;  2 066;  13 270;  10 915;  2 355;Sul;100,0;82,8;17,2;100,0;83,5;16,5;100,0;82,3;17,7;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;39;Paraná;  9 746;  7 947;  1 799;  4 732;  3 899;   833;  5 014;  4 049;   965;Paraná;100,0;81,5;18,5;100,0;82,4;17,6;100,0;80,7;19,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;40;Região Metropolitana de Curitiba;  3 030;  2 554;   476;  1 469;  1 257;   212;  1 561;  1 297;   264;Região Metropolitana de Curitiba;100,0;84,3;15,7;100,0;85,6;14,4;100,0;83,1;16,9;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;41;Santa Catarina;  6 049;  4 902;  1 146;  2 985;  2 456;   529;  3 063;  2 446;   618;Santa Catarina;100,0;81,0;19,0;100,0;82,3;17,7;100,0;79,8;20,2;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;42;Rio Grande do Sul;  9 978;  8 501;  1 476;  4 785;  4 081;   704;  5 193;  4 420;   772;Rio Grande do Sul;100,0;85,2;14,8;100,0;85,3;14,7;100,0;85,1;14,9;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;43;Região Metropolitana de Porto Alegre;  3 723;  3 311;   412;  1 741;  1 550;   190;  1 982;  1 761;   221;Região Metropolitana de Porto Alegre;100,0;88,9;11,1;100,0;89,1;10,9;100,0;88,8;11,2;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;44;Centro-Oeste;  13 340;  11 590;  1 750;  6 487;  5 625;   862;  6 852;  5 964;   888;Centro-Oeste;100,0;86,9;13,1;100,0;86,7;13,3;100,0;87,0;13,0;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;45;Mato Grosso do Sul;  2 284;  1 980;   304;  1 124;   974;   150;  1 160;  1 006;   154;Mato Grosso do Sul;100,0;86,7;13,3;100,0;86,7;13,3;100,0;86,7;13,3;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;46;Mato Grosso;  2 766;  2 304;   462;  1 388;  1 145;   243;  1 378;  1 159;   219;Mato Grosso;100,0;83,3;16,7;100,0;82,5;17,5;100,0;84,1;15,9;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;47;Goiás;  5 731;  4 984;   747;  2 777;  2 417;   360;  2 954;  2 567;   387;Goiás;100,0;87,0;13,0;100,0;87,0;13,0;100,0;86,9;13,1;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;48;Distrito Federal;  2 559;  2 321;   238;  1 198;  1 089;   109;  1 361;  1 233;   128;Distrito Federal;100,0;90,7;9,3;100,0;90,9;9,1;100,0;90,6;9,4;;;;;;;;;;
27_Tabela_1.3.20.1_a_1.3.20.2.csv;27_Tabela_1.3.20.1_a_1.3.20.2;50;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;
