03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;
03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;1;Tabela 1.3.21.1 - Pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal, por grupos de idade, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;Tabela 1.3.21.2 - Distribuição das pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal, por grupos de idade, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;Tabela 1.3.21.3 - Percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade, por grupos de idade, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;3;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal (1000 pessoas);;;;;;;;;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Distribuição das pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal (%);;;;;;;;;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade (%);;;;;;;;
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;4;;Total;Grupos de idade;;;;;;;;;Total;Grupos de idade;;;;;;;;;Total;Grupos de idade;;;;;;;
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;5;;;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 anos ou mais;;;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 anos ou mais;;;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 anos ou mais
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;6;Brasil;  139 057;  8 586;  14 565;  13 970;  13 710;  28 398;  24 026;  19 173;  16 628;Brasil;100,0;6,2;10,5;10,0;9,9;20,4;17,3;13,8;12,0;Brasil;78,3;54,1;83,3;89,6;89,8;88,6;85,4;80,3;56,6
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;7;Norte;  9 971;   617;  1 193;  1 164;  1 124;  2 184;  1 638;  1 136;   915;Norte;100,0;6,2;12,0;11,7;11,3;21,9;16,4;11,4;9,2;Norte;68,6;36,5;68,8;79,0;80,6;79,1;76,6;71,9;51,7
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;8;Rondônia;  1 137;   71;   130;   122;   128;   246;   195;   142;   102;Rondônia;100,0;6,3;11,5;10,8;11,3;21,6;17,2;12,5;8,9;Rondônia;75,9;47,8;79,4;85,5;87,2;84,7;80,3;77,8;56,7
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;9;Acre;   450;   31;   61;   57;   52;   96;   75;   39;   40;Acre;100,0;7,0;13,6;12,6;11,5;21,3;16,6;8,6;8,8;Acre;69,2;39,9;68,0;77,0;83,1;80,0;77,1;66,7;55,5
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;10;Amazonas;  2 216;   148;   253;   288;   254;   490;   352;   241;   190;Amazonas;100,0;6,7;11,4;13,0;11,5;22,1;15,9;10,9;8,6;Amazonas;68,9;36,5;65,5;77,5;80,1;79,3;79,4;73,9;54,5
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;11;Roraima;   315;   28;   39;   36;   32;   75;   47;   34;   24;Roraima;100,0;8,8;12,4;11,4;10,2;23,9;15,0;10,8;7,5;Roraima;74,8;48,4;74,7;83,7;82,5;87,9;81,7;74,9;58,2
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;12;Pará;  4 408;   248;   545;   499;   510;   957;   739;   502;   407;Pará;100,0;5,6;12,4;11,3;11,6;21,7;16,8;11,4;9,2;Pará;64,5;31,7;65,6;76,1;78,0;75,1;72,3;67,2;46,8
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;13;Região Metropolitana de Belém;  1 593;   83;   159;   173;   175;   353;   283;   196;   171;Região Metropolitana de Belém;100,0;5,2;10,0;10,8;11,0;22,1;17,8;12,3;10,7;Região Metropolitana de Belém;82,8;50,5;82,8;91,9;94,0;92,5;89,7;83,7;65,5
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;14;Amapá;   452;   29;   55;   60;   49;   110;   69;   44;   37;Amapá;100,0;6,4;12,1;13,2;10,8;24,3;15,2;9,7;8,2;Amapá;72,6;37,1;71,5;82,3;80,5;84,8;80,9;75,6;60,0
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;15;Tocantins;   994;   61;   110;   102;   99;   210;   160;   134;   116;Tocantins;100,0;6,2;11,1;10,3;10,0;21,1;16,1;13,5;11,7;Tocantins;77,0;44,6;81,5;90,2;87,1;86,6;84,9;83,4;58,7
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;16;Nordeste;  33 690;  2 197;  3 997;  3 669;  3 579;  7 046;  5 556;  4 087;  3 558;Nordeste;100,0;6,5;11,9;10,9;10,6;20,9;16,5;12,1;10,6;Nordeste;69,6;43,6;75,5;83,3;82,8;80,8;76,4;70,8;46,9
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;17;Maranhão;  3 094;   204;   429;   363;   383;   674;   462;   308;   271;Maranhão;100,0;6,6;13,9;11,7;12,4;21,8;14,9;10,0;8,7;Maranhão;54,7;27,9;61,3;67,8;68,7;66,3;61,9;52,4;34,7
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;18;Piauí;  1 874;   124;   237;   212;   196;   398;   293;   228;   186;Piauí;100,0;6,6;12,6;11,3;10,5;21,2;15,6;12,2;9,9;Piauí;68,4;40,1;77,4;83,2;84,7;77,4;72,0;70,3;47,7
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;19;Ceará;  5 189;   320;   625;   625;   581;  1 083;   823;   567;   566;Ceará;100,0;6,2;12,0;12,0;11,2;20,9;15,9;10,9;10,9;Ceará;67,6;44,6;76,2;83,3;80,5;79,9;73,1;66,3;42,5
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;20;Região Metropolitana de Fortaleza;  2 730;   167;   295;   316;   308;   578;   468;   320;   277;Região Metropolitana de Fortaleza;100,0;6,1;10,8;11,6;11,3;21,2;17,2;11,7;10,1;Região Metropolitana de Fortaleza;81,6;55,0;86,0;91,1;93,0;92,4;88,6;82,3;58,1
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;21;Rio Grande do Norte;  2 250;   162;   253;   254;   254;   456;   367;   272;   232;Rio Grande do Norte;100,0;7,2;11,2;11,3;11,3;20,3;16,3;12,1;10,3;Rio Grande do Norte;75,6;55,4;83,5;86,1;88,7;86,2;78,8;74,0;53,1
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;22;Paraíba;  2 605;   184;   283;   286;   270;   539;   433;   328;   282;Paraíba;100,0;7,0;10,9;11,0;10,4;20,7;16,6;12,6;10,8;Paraíba;76,4;53,6;83,0;89,1;89,5;88,6;80,8;77,2;52,7
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;23;Pernambuco;  5 970;   396;   699;   607;   600;  1 173;  1 027;   767;   701;Pernambuco;100,0;6,6;11,7;10,2;10,1;19,6;17,2;12,8;11,7;Pernambuco;73,7;49,8;80,5;86,8;86,2;83,6;81,4;77,3;50,6
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;24;Região Metropolitana de Recife;  2 924;   190;   303;   281;   267;   569;   504;   417;   393;Região Metropolitana de Recife;100,0;6,5;10,4;9,6;9,1;19,5;17,2;14,3;13,5;Região Metropolitana de Recife;84,6;66,3;90,2;94,5;94,2;94,3;91,5;87,9;63,2
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;25;Alagoas;  1 916;   114;   229;   216;   198;   398;   326;   251;   184;Alagoas;100,0;5,9;12,0;11,3;10,3;20,8;17,0;13,1;9,6;Alagoas;67,2;36,9;71,2;83,9;82,6;78,6;74,5;71,5;43,1
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;26;Sergipe;  1 467;   100;   183;   168;   158;   305;   230;   179;   144;Sergipe;100,0;6,8;12,5;11,4;10,8;20,8;15,6;12,2;9,8;Sergipe;76,4;49,5;82,0;90,0;88,2;84,6;82,5;79,0;54,5
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;27;Bahia;  9 326;   594;  1 059;   939;   939;  2 020;  1 594;  1 187;   993;Bahia;100,0;6,4;11,4;10,1;10,1;21,7;17,1;12,7;10,6;Bahia;71,3;44,3;75,1;85,1;84,5;83,2;79,1;72,3;48,9
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;28;Região Metropolitana de Salvador;  3 057;   179;   301;   291;   301;   686;   554;   423;   321;Região Metropolitana de Salvador;100,0;5,9;9,8;9,5;9,8;22,4;18,1;13,8;10,5;Região Metropolitana de Salvador;87,9;63,3;90,0;94,7;96,2;95,8;93,7;90,3;69,3
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;29;Sudeste;  62 455;  3 771;  6 134;  5 942;  5 894;  12 648;  11 025;  9 099;  7 942;Sudeste;100,0;6,0;9,8;9,5;9,4;20,3;17,7;14,6;12,7;Sudeste;82,6;63,6;89,1;94,0;93,9;93,1;89,7;83,8;59,0
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;30;Minas Gerais;  14 674;   915;  1 523;  1 448;  1 399;  2 988;  2 573;  2 053;  1 776;Minas Gerais;100,0;6,2;10,4;9,9;9,5;20,4;17,5;14,0;12,1;Minas Gerais;79,8;59,7;86,4;91,9;91,2;90,9;86,1;80,6;56,4
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;31;Região Metropolitana de Belo Horizonte;  4 034;   240;   399;   423;   398;   818;   713;   558;   484;Região Metropolitana de Belo Horizonte;100,0;6,0;9,9;10,5;9,9;20,3;17,7;13,8;12,0;Região Metropolitana de Belo Horizonte;87,2;65,3;92,6;96,4;95,8;95,4;94,3;89,0;66,2
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;32;Espírito Santo;  2 780;   161;   266;   245;   279;   584;   491;   398;   356;Espírito Santo;100,0;5,8;9,6;8,8;10,0;21,0;17,7;14,3;12,8;Espírito Santo;81,1;54,9;86,9;94,2;93,2;91,8;87,3;82,4;60,6
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;33;Rio de Janeiro;  12 167;   699;  1 188;  1 110;  1 045;  2 418;  2 039;  1 864;  1 804;Rio de Janeiro;100,0;5,7;9,8;9,1;8,6;19,9;16,8;15,3;14,8;Rio de Janeiro;83,1;64,3;90,4;95,0;94,1;92,9;90,9;84,3;62,0
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;34;Região Metropolitana do Rio de Janeiro;  9 074;   519;   875;   837;   773;  1 834;  1 525;  1 356;  1 355;Região Metropolitana do Rio de Janeiro;100,0;5,7;9,6;9,2;8,5;20,2;16,8;14,9;14,9;Região Metropolitana do Rio de Janeiro;84,3;66,4;90,8;95,6;95,4;94,2;91,8;85,5;63,1
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;35;São Paulo;  32 834;  1 995;  3 158;  3 139;  3 172;  6 659;  5 921;  4 784;  4 007;São Paulo;100,0;6,1;9,6;9,6;9,7;20,3;18,0;14,6;12,2;São Paulo;83,9;66,2;90,2;94,7;95,2;94,4;91,1;85,2;58,8
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;36;Região Metropolitana de São Paulo;  15 824;   931;  1 602;  1 461;  1 548;  3 219;  2 868;  2 310;  1 884;Região Metropolitana de São Paulo;100,0;5,9;10,1;9,2;9,8;20,3;18,1;14,6;11,9;Região Metropolitana de São Paulo;85,1;65,0;90,6;95,0;95,4;95,6;92,1;87,1;60,6
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;37;Sul;  21 350;  1 226;  2 069;  2 034;  1 965;  4 097;  3 734;  3 330;  2 895;Sul;100,0;5,7;9,7;9,5;9,2;19,2;17,5;15,6;13,6;Sul;82,8;61,5;90,5;93,9;94,7;92,9;89,1;83,7;61,9
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;38;Paraná;  7 947;   462;   822;   802;   791;  1 548;  1 398;  1 181;   943;Paraná;100,0;5,8;10,3;10,1;10,0;19,5;17,6;14,9;11,9;Paraná;81,5;60,0;89,5;94,1;93,8;92,3;87,5;81,4;57,6
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;39;Região Metropolitana de Curitiba;  2 554;   147;   256;   240;   251;   516;   466;   394;   285;Região Metropolitana de Curitiba;100,0;5,8;10,0;9,4;9,8;20,2;18,2;15,4;11,2;Região Metropolitana de Curitiba;84,3;61,8;91,4;96,1;95,8;94,5;91,2;85,0;59,3
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;40;Santa Catarina;  4 902;   257;   489;   451;   471;   997;   892;   757;   588;Santa Catarina;100,0;5,2;10,0;9,2;9,6;20,3;18,2;15,4;12,0;Santa Catarina;81,0;57,2;90,8;93,1;94,5;92,2;87,8;80,6;56,5
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;41;Rio Grande do Sul;  8 501;   507;   758;   781;   702;  1 553;  1 443;  1 392;  1 364;Rio Grande do Sul;100,0;6,0;8,9;9,2;8,3;18,3;17,0;16,4;16,0;Rio Grande do Sul;85,2;65,6;91,5;94,2;95,8;94,1;91,5;87,6;68,3
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;42;Região Metropolitana de Porto Alegre;  3 311;   208;   303;   288;   282;   626;   555;   538;   511;Região Metropolitana de Porto Alegre;100,0;6,3;9,2;8,7;8,5;18,9;16,8;16,3;15,4;Região Metropolitana de Porto Alegre;88,9;70,0;91,3;96,0;96,7;95,9;95,1;91,0;75,8
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;43;Centro-Oeste;  11 590;   774;  1 173;  1 160;  1 148;  2 423;  2 075;  1 520;  1 317;Centro-Oeste;100,0;6,7;10,1;10,0;9,9;20,9;17,9;13,1;11,4;Centro-Oeste;86,9;63,8;91,3;94,5;95,2;94,2;92,4;89,1;69,9
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;44;Mato Grosso do Sul;  1 980;   129;   191;   212;   190;   377;   357;   264;   260;Mato Grosso do Sul;100,0;6,5;9,6;10,7;9,6;19,0;18,1;13,3;13,1;Mato Grosso do Sul;86,7;62,6;89,8;95,4;94,9;93,4;93,0;88,1;73,2
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;45;Mato Grosso;  2 304;   145;   243;   223;   249;   497;   409;   295;   243;Mato Grosso;100,0;6,3;10,5;9,7;10,8;21,6;17,7;12,8;10,6;Mato Grosso;83,3;56,3;88,8;91,1;93,4;91,4;89,0;85,3;65,0
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;46;Goiás;  4 984;   349;   496;   500;   480;  1 033;   900;   665;   562;Goiás;100,0;7,0;10,0;10,0;9,6;20,7;18,1;13,3;11,3;Goiás;87,0;66,1;92,0;95,2;94,7;94,7;92,3;89,6;68,2
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;47;Distrito Federal;  2 321;   151;   243;   225;   229;   517;   408;   296;   252;Distrito Federal;100,0;6,5;10,5;9,7;9,9;22,3;17,6;12,8;10,8;Distrito Federal;90,7;68,6;93,9;95,6;98,3;96,5;96,0;93,1;75,8
28_Tabela_1.3.21.1_e_1.3.21.3.csv;28_Tabela_1.3.21.1_e_1.3.21.3;49;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;1;Tabela 1.3.22.1 - Pessoas de 10 anos ou mais de idade, total e que tinham telefone móvel celular para uso pessoal, por situação do domicílio, segundo as Grandes Regiões e as Unidades da Federação - 2015;;;;;;;Tabela 1.3.22.2 - Distribuição das pessoas de 10 anos ou mais de idade, total e que tinham telefone móvel celular para uso pessoal, e percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade, por situação do domicílio, segundo as Grandes Regiões e as Unidades da Federação - 2015;;;;;;;;;;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;3;Grandes Regiões e Unidades da Federação;Pessoas de 10 anos ou mais de idade;;;;;;Grandes Regiões e Unidades da Federação;Distribuição das pessoas de 10 anos ou mais de idade (%);;;;;;Percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade (%);;;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;4;;Total;Situação do domicílio;;Tinham telefone móvel celular para uso pessoal;;;;Total;Situação do domicílio;;Tinham telefone móvel celular para uso pessoal;;;;;;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;5;;;;;Total;Situação do domicílio;;;;;;Total;Situação do domicílio;;Total;Situação do domicílio;;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;6;;;Urbana;Rural;;Urbana;Rural;;;Urbana;Rural;;Urbana;Rural;;Urbana;Rural;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;7;Brasil;  177 657;  150 985;  26 671;  139 057;  124 971;  14 085;Brasil;100,0;85,0;15,0;100,0;89,9;10,1;78,3;82,8;52,8;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;8;Norte;  14 537;  10 985;  3 552;  9 971;  8 584;  1 388;Norte;100,0;75,6;24,4;100,0;86,1;13,9;68,6;78,1;39,1;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;9;Rondônia;  1 498;  1 139;   359;  1 137;   929;   208;Rondônia;100,0;76,1;23,9;100,0;81,7;18,3;75,9;81,6;57,8;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;10;Acre;   651;   472;   179;   450;   377;   73;Acre;100,0;72,5;27,5;100,0;83,7;16,3;69,2;79,9;40,9;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;11;Amazonas;  3 216;  2 727;   489;  2 216;  2 112;   104;Amazonas;100,0;84,8;15,2;100,0;95,3;4,7;68,9;77,4;21,2;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;12;Roraima;   421;   356;   64;   315;   293;   22;Roraima;100,0;84,7;15,3;100,0;93,0;7,0;74,8;82,2;34,3;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;13;Pará;  6 837;  4 734;  2 103;  4 408;  3 610;   798;Pará;100,0;69,2;30,8;100,0;81,9;18,1;64,5;76,2;37,9;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;14;Amapá;   623;   547;   76;   452;   429;   23;Amapá;100,0;87,7;12,3;100,0;94,9;5,1;72,6;78,5;30,2;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;15;Tocantins;  1 290;  1 008;   282;   994;   833;   160;Tocantins;100,0;78,2;21,8;100,0;83,9;16,1;77,0;82,6;56,9;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;16;Nordeste;  48 410;  35 540;  12 870;  33 690;  27 767;  5 923;Nordeste;100,0;73,4;26,6;100,0;82,4;17,6;69,6;78,1;46,0;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;17;Maranhão;  5 654;  3 384;  2 271;  3 094;  2 360;   734;Maranhão;100,0;59,8;40,2;100,0;76,3;23,7;54,7;69,7;32,3;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;18;Piauí;  2 738;  1 821;   916;  1 874;  1 438;   436;Piauí;100,0;66,5;33,5;100,0;76,7;23,3;68,4;78,9;47,6;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;19;Ceará;  7 676;  5 593;  2 082;  5 189;  4 225;   964;Ceará;100,0;72,9;27,1;100,0;81,4;18,6;67,6;75,5;46,3;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;20;Rio Grande do Norte;  2 976;  2 312;   663;  2 250;  1 881;   369;Rio Grande do Norte;100,0;77,7;22,3;100,0;83,6;16,4;75,6;81,3;55,7;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;21;Paraíba;  3 411;  2 742;   670;  2 605;  2 198;   407;Paraíba;100,0;80,4;19,6;100,0;84,4;15,6;76,4;80,2;60,8;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;22;Pernambuco;  8 100;  6 494;  1 606;  5 970;  5 188;   782;Pernambuco;100,0;80,2;19,8;100,0;86,9;13,1;73,7;79,9;48,7;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;23;Alagoas;  2 849;  2 103;   746;  1 916;  1 562;   354;Alagoas;100,0;73,8;26,2;100,0;81,5;18,5;67,2;74,3;47,5;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;24;Sergipe;  1 921;  1 373;   548;  1 467;  1 125;   342;Sergipe;100,0;71,5;28,5;100,0;76,7;23,3;76,4;81,9;62,4;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;25;Bahia;  13 085;  9 717;  3 368;  9 326;  7 790;  1 535;Bahia;100,0;74,3;25,7;100,0;83,5;16,5;71,3;80,2;45,6;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;26;Sudeste;  75 599;  70 444;  5 154;  62 455;  59 179;  3 276;Sudeste;100,0;93,2;6,8;100,0;94,8;5,2;82,6;84,0;63,6;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;27;Minas Gerais;  18 380;  15 451;  2 929;  14 674;  12 958;  1 716;Minas Gerais;100,0;84,1;15,9;100,0;88,3;11,7;79,8;83,9;58,6;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;28;Espírito Santo;  3 428;  2 915;   513;  2 780;  2 468;   312;Espírito Santo;100,0;85,0;15,0;100,0;88,8;11,2;81,1;84,7;60,9;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;29;Rio de Janeiro;  14 647;  14 260;   386;  12 167;  11 921;   246;Rio de Janeiro;100,0;97,4;2,6;100,0;98,0;2,0;83,1;83,6;63,6;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;30;São Paulo;  39 144;  37 818;  1 326;  32 834;  31 832;  1 001;São Paulo;100,0;96,6;3,4;100,0;97,0;3,0;83,9;84,2;75,5;;;;;;;;;;;;;
29_Tabela_1.3.22.1_e_1.3.22.2.csv;29_Tabela_1.3.22.1_e_1.3.22.2;31;Sul;  25 772;  22 018;  3 753;  21 350;  18 829;  2 522;Sul;100,0;85,4;14,6;100,0;88,2;11,8;82,8;85,5;67,2;;;;;;;;;;;;;
